derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,applicant_age,income,debt_to_income_ratio,applicant_ethnicity_observed,applicant_race_observed,applicant_sex_observed,denial_reason_1
Not Hispanic or Latino,White,Female,1,75000,6.875,95000,25-34,128.0,7.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,45000,6.5,55000,25-34,62.0,26.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,155000,6.625,165000,25-34,74.0,44.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,155000,6.375,165000,25-34,56.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,115000,6.375,125000,<25,48.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,395000,6.625,435000,35-44,120.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,115000,6.375,125000,25-34,58.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,415000,5.625,445000,55-64,104.0,36.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,145000,6.5,155000,35-44,45.0,32.0,1,1,1,10
Not Hispanic or Latino,White,Female,1,175000,6.375,185000,45-54,74.0,43.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,105000,6.375,145000,25-34,41.0,34.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,85000,6.5,95000,<25,62.0,19.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,115000,6.625,125000,<25,79.0,1.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,405000,6.5,515000,35-44,206.0,27.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,115000,6.5,145000,<25,47.0,47.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,645000,6.625,805000,45-54,168.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,6.625,215000,25-34,286.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,435000,6.375,465000,25-34,159.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,365000,6.75,465000,45-54,113.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,615000,6.5,645000,35-44,219.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,335000,6.5,395000,35-44,70.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,225000,6.5,255000,25-34,80.0,32.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,135000,6.625,135000,35-44,45.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,305000,5.875,485000,25-34,136.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,105000,6.625,115000,25-34,54.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,65000,6.875,135000,>74,35.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,345000,6.625,365000,25-34,125.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,135000,6.625,145000,25-34,53.0,35.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,6.75,55000,25-34,42.0,8.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,365000,6.75,385000,35-44,200.0,24.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,145000,6.875,155000,25-34,73.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,285000,6.625,305000,25-34,130.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,105000,6.75,135000,25-34,51.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,385000,6.75,405000,25-34,95.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,235000,6.875,255000,25-34,362.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,405000,7.0,425000,25-34,180.0,36.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,165000,6.75,185000,25-34,188.0,19.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,165000,6.75,175000,45-54,63.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,255000,6.5,265000,25-34,66.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,205000,6.5,255000,25-34,47.0,48.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,155000,7.5,165000,45-54,46.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,6.75,265000,35-44,71.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,35000,6.625,65000,<25,47.0,23.0,1,1,1,10
Not Hispanic or Latino,Black or African American,Female,1,685000,6.5,1005000,45-54,395.0,52.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,115000,6.625,115000,25-34,53.0,28.0,2,2,2,10
Hispanic or Latino,White,Female,1,205000,6.625,215000,25-34,53.0,38.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,145000,6.625,145000,55-64,60.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,6.625,55000,35-44,44.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,105000,6.875,105000,25-34,155.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,165000,7.0,175000,<25,55.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,145000,6.625,155000,55-64,50.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,395000,7.0,465000,25-34,88.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,105000,6.625,105000,25-34,50.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,865000,7.0,1075000,35-44,298.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,195000,7.0,245000,<25,63.0,36.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,155000,7.125,165000,25-34,73.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,265000,6.625,455000,<25,115.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,435000,6.75,465000,45-54,295.0,47.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Male,1,135000,7.5,145000,35-44,82.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,1555000,7.125,1965000,35-44,491.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,375000,6.875,395000,25-34,206.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,6.75,235000,25-34,51.0,42.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,145000,7.0,195000,35-44,132.0,48.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,6.625,215000,<25,56.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,65000,6.875,75000,65-74,52.0,15.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,125000,6.375,165000,25-34,88.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,475000,6.875,595000,35-44,195.0,47.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,115000,6.75,135000,25-34,55.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,7.0,205000,45-54,118.0,37.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,135000,6.75,155000,35-44,59.0,20.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,325000,7.0,415000,45-54,210.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,75000,6.875,95000,25-34,46.0,20.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,185000,6.875,205000,45-54,59.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,6.75,55000,35-44,71.0,27.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,165000,6.875,175000,25-34,227.0,23.0,2,2,2,10
Hispanic or Latino,White,Male,1,1445000,7.0,1805000,35-44,990.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,7.0,135000,<25,55.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,7.0,375000,65-74,46.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,65000,7.0,65000,65-74,44.0,41.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,125000,7.25,185000,45-54,55.0,36.0,2,2,2,10
Not Hispanic or Latino,Black or African American,Female,1,605000,7.0,645000,45-54,165.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,95000,7.0,105000,<25,35.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,145000,7.0,155000,25-34,83.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,155000,7.25,595000,25-34,160.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,265000,7.25,285000,35-44,86.0,44.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,45000,7.0,55000,25-34,29.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,85000,7.25,95000,55-64,29.0,40.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,205000,7.0,225000,<25,75.0,31.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,165000,7.0,175000,25-34,56.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,175000,7.125,225000,25-34,62.0,27.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,1095000,7.25,1155000,35-44,284.0,46.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,155000,7.0,155000,<25,47.0,33.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,275000,7.125,345000,25-34,296.0,6.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,305000,6.875,335000,65-74,139.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,6.875,205000,25-34,83.0,18.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,195000,6.875,215000,25-34,104.0,21.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,175000,6.99,235000,>74,63.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,75000,6.99,405000,25-34,183.0,30.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,485000,7.24,545000,55-64,314.0,13.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,255000,7.49,755000,55-64,505.0,13.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,505000,7.49,2405000,45-54,927.0,30.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,65000,7.49,215000,25-34,113.0,28.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,125000,7.74,435000,25-34,118.0,41.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,115000,7.49,135000,25-34,49.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,105000,7.74,265000,55-64,99.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,115000,7.74,455000,55-64,166.0,25.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,185000,7.74,235000,55-64,114.0,28.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,175000,7.74,545000,35-44,295.0,9.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,315000,7.99,675000,45-54,417.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.74,425000,35-44,173.0,33.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.49,675000,45-55,417.1,36.1,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.24,425000,35-44,173.1,33.1,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.01,675000,45-56,417.2,36.2,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.26,425000,35-44,173.2,33.2,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.51,675000,45-57,417.3,36.3,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.76,425000,35-44,173.3,33.3,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.101,675000,45-58,417.4,36.4,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.126,425000,35-44,173.4,33.4,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.151,675000,45-59,417.5,36.5,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.176,425000,35-44,173.5,33.5,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.201,675000,45-60,417.6,36.6,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.226,425000,35-44,173.6,33.6,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.251,675000,45-61,417.7,36.7,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.276,425000,35-44,173.7,33.7,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.301,675000,45-62,417.8,36.8,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.326,425000,35-44,173.8,33.8,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.351,675000,45-63,417.9,36.9,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.376,425000,35-44,173.9,33.9,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.401,675000,45-64,417.10,36.10,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.426,425000,35-44,173.10,33.10,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.451,675000,45-65,417.11,36.11,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.476,425000,35-44,173.11,33.11,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.501,675000,45-66,417.12,36.12,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.526,425000,35-44,173.12,33.12,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.551,675000,45-67,417.13,36.13,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.576,425000,35-44,173.13,33.13,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.601,675000,45-68,417.14,36.14,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.626,425000,35-44,173.14,33.14,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.651,675000,45-69,417.15,36.15,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.676,425000,35-44,173.15,33.15,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.701,675000,45-70,417.16,36.16,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.726,425000,35-44,173.16,33.16,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.751,675000,45-71,417.17,36.17,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.776,425000,35-44,173.17,33.17,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.801,675000,45-72,417.18,36.18,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.826,425000,35-44,173.18,33.18,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.851,675000,45-73,417.19,36.19,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.876,425000,35-44,173.19,33.19,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.901,675000,45-74,417.20,36.20,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.926,425000,35-44,173.20,33.20,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.951,675000,45-75,417.21,36.21,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.976,425000,35-44,173.21,33.21,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.1001,675000,45-76,417.22,36.22,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.1026,425000,35-44,173.22,33.22,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.1051,675000,45-77,417.23,36.23,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.1076,425000,35-44,173.23,33.23,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.1101,675000,45-78,417.24,36.24,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.1126,425000,35-44,173.24,33.24,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,315000,7.1151,675000,45-79,417.25,36.25,2,2,2,10
Not Hispanic or Latino,White,Male,1,55000,7.1176,425000,35-44,173.25,33.25,2,2,2,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
Not Hispanic or Latino,White,Male,1,215000,5.0,235000,35-44,100.0,41.0,1,1,1,10
